Sexo;Edad;año;Total
Mujeres;47 años;2041;42,409
Mujeres;47 años;2040;42,300
Mujeres;47 años;2039;42,190
Mujeres;47 años;2038;42,080
Mujeres;47 años;2037;41,969
Mujeres;47 años;2036;41,858
Mujeres;47 años;2035;41,746
Mujeres;47 años;2034;41,634
Mujeres;47 años;2033;41,521
Mujeres;47 años;2032;41,409
Mujeres;47 años;2031;41,295
Mujeres;47 años;2030;41,181
Mujeres;47 años;2029;41,067
Mujeres;47 años;2028;40,952
Mujeres;47 años;2027;40,837
Mujeres;47 años;2026;40,722
Mujeres;47 años;2025;40,606
Mujeres;47 años;2024;40,490
Mujeres;47 años;2023;40,373
Mujeres;47 años;2022;40,256
Mujeres;47 años;2021;40,139
Mujeres;47 años;2020;40,021
Mujeres;47 años;2019;39,904
Mujeres;47 años;2018;39,785
Mujeres;47 años;2017;39,667
Mujeres;47 años;2016;39,548
Mujeres;48 años;2065;43,892
Mujeres;48 años;2064;43,796
Mujeres;48 años;2063;43,700
Mujeres;48 años;2062;43,603
Mujeres;48 años;2061;43,506
Mujeres;48 años;2060;43,408
Mujeres;48 años;2059;43,309
Mujeres;48 años;2058;43,210
Mujeres;48 años;2057;43,111
Mujeres;48 años;2056;43,010
Mujeres;48 años;2055;42,909
Mujeres;48 años;2054;42,808
Mujeres;48 años;2053;42,706
Mujeres;48 años;2052;42,603
Mujeres;48 años;2051;42,500
Mujeres;48 años;2050;42,397
Mujeres;48 años;2049;42,292
Mujeres;48 años;2048;42,188
Mujeres;48 años;2047;42,082
Mujeres;48 años;2046;41,976
Mujeres;48 años;2045;41,870
Mujeres;48 años;2044;41,763
Mujeres;48 años;2043;41,656
Mujeres;48 años;2042;41,548
Mujeres;48 años;2041;41,440
Mujeres;48 años;2040;41,331
Mujeres;48 años;2039;41,222
Mujeres;48 años;2038;41,112
Mujeres;48 años;2037;41,002
Mujeres;48 años;2036;40,891
Mujeres;48 años;2035;40,780
Mujeres;48 años;2034;40,669
Mujeres;48 años;2033;40,557
Mujeres;48 años;2032;40,444
Mujeres;48 años;2031;40,332
Mujeres;48 años;2030;40,218
Mujeres;48 años;2029;40,105
Mujeres;48 años;2028;39,991
Mujeres;48 años;2027;39,876
Mujeres;48 años;2026;39,762
Mujeres;48 años;2025;39,646
Mujeres;48 años;2024;39,531
Mujeres;48 años;2023;39,415
Mujeres;48 años;2022;39,299
Mujeres;48 años;2021;39,182
Mujeres;48 años;2020;39,065
Mujeres;48 años;2019;38,948
Mujeres;48 años;2018;38,831
Mujeres;48 años;2017;38,713
Mujeres;48 años;2016;38,595
Mujeres;49 años;2065;42,916
Mujeres;49 años;2064;42,821
Mujeres;49 años;2063;42,725
Mujeres;49 años;2062;42,629
Mujeres;49 años;2061;42,532
Mujeres;49 años;2060;42,434
Mujeres;49 años;2059;42,336
Mujeres;49 años;2058;42,237
Mujeres;49 años;2057;42,138
Mujeres;49 años;2056;42,038
Mujeres;49 años;2055;41,937
Mujeres;49 años;2054;41,836
Mujeres;49 años;2053;41,735
Mujeres;49 años;2052;41,633
Mujeres;49 años;2051;41,530
Mujeres;49 años;2050;41,427
Mujeres;49 años;2049;41,323
Mujeres;49 años;2048;41,219
Mujeres;49 años;2047;41,114
Mujeres;49 años;2046;41,008
Mujeres;49 años;2045;40,903
Mujeres;49 años;2044;40,796
Mujeres;49 años;2043;40,689
Mujeres;49 años;2042;40,582
Mujeres;49 años;2041;40,474
Mujeres;49 años;2040;40,366
Mujeres;49 años;2039;40,257
Mujeres;49 años;2038;40,148
Mujeres;49 años;2037;40,038
Mujeres;49 años;2036;39,928
Mujeres;49 años;2035;39,818
Mujeres;49 años;2034;39,707
Mujeres;49 años;2033;39,595
Mujeres;49 años;2032;39,483
Mujeres;49 años;2031;39,371
Mujeres;49 años;2030;39,259
Mujeres;49 años;2029;39,146
Mujeres;49 años;2028;39,032
Mujeres;49 años;2027;38,918
Mujeres;49 años;2026;38,804
Mujeres;49 años;2025;38,690
Mujeres;49 años;2024;38,575
Mujeres;49 años;2023;38,460
Mujeres;49 años;2022;38,344
Mujeres;49 años;2021;38,228
Mujeres;49 años;2020;38,112
Mujeres;49 años;2019;37,995
Mujeres;49 años;2018;37,878
Mujeres;49 años;2017;37,761
Mujeres;49 años;2016;37,644
Mujeres;50 años;2065;41,946
Mujeres;50 años;2064;41,851
Mujeres;50 años;2063;41,756
Mujeres;50 años;2062;41,660
Mujeres;50 años;2061;41,563
Mujeres;50 años;2060;41,466
Mujeres;50 años;2059;41,368
Mujeres;50 años;2058;41,270
Mujeres;50 años;2057;41,171
Mujeres;50 años;2056;41,071
Mujeres;50 años;2055;40,971
Mujeres;50 años;2054;40,871
Mujeres;50 años;2053;40,769
Mujeres;50 años;2052;40,668
Mujeres;50 años;2051;40,565
Mujeres;50 años;2050;40,463
Mujeres;50 años;2049;40,359
Mujeres;50 años;2048;40,256
Mujeres;50 años;2047;40,151
Mujeres;50 años;2046;40,046
Mujeres;50 años;2045;39,941
Mujeres;50 años;2044;39,835
Mujeres;50 años;2043;39,729
Mujeres;50 años;2042;39,622
Mujeres;50 años;2041;39,515
Mujeres;50 años;2040;39,407
Mujeres;50 años;2039;39,299
Mujeres;50 años;2038;39,190
Mujeres;50 años;2037;39,081
Mujeres;50 años;2036;38,971
Mujeres;50 años;2035;38,861
Mujeres;50 años;2034;38,751
Mujeres;50 años;2033;38,640
Mujeres;50 años;2032;38,528
Mujeres;50 años;2031;38,417
Mujeres;50 años;2030;38,305
Mujeres;50 años;2029;38,192
Mujeres;50 años;2028;38,079
Mujeres;50 años;2027;37,966
Mujeres;50 años;2026;37,853
Mujeres;50 años;2025;37,739
Mujeres;50 años;2024;37,624
Mujeres;50 años;2023;37,510
Mujeres;50 años;2022;37,395
Mujeres;50 años;2021;37,279
Mujeres;50 años;2020;37,164
Mujeres;50 años;2019;37,048
Mujeres;50 años;2018;36,931
Mujeres;50 años;2017;36,815
Mujeres;50 años;2016;36,698
Mujeres;51 años;2065;40,983
Mujeres;51 años;2064;40,888
Mujeres;51 años;2063;40,793
Mujeres;51 años;2062;40,697
Mujeres;51 años;2061;40,601
Mujeres;51 años;2060;40,504
Mujeres;51 años;2059;40,407
Mujeres;51 años;2058;40,309
Mujeres;51 años;2057;40,211
Mujeres;51 años;2056;40,112
Mujeres;51 años;2055;40,012
Mujeres;51 años;2054;39,912
Mujeres;51 años;2053;39,811
Mujeres;51 años;2052;39,710
Mujeres;51 años;2051;39,608
Mujeres;51 años;2050;39,506
Mujeres;51 años;2049;39,403
Mujeres;51 años;2048;39,299
Mujeres;51 años;2047;39,195
Mujeres;51 años;2046;39,091
Mujeres;51 años;2045;38,986
Mujeres;51 años;2044;38,881
Mujeres;51 años;2043;38,775
Mujeres;51 años;2042;38,668
Mujeres;51 años;2041;38,562
Mujeres;51 años;2040;38,454
Mujeres;51 años;2039;38,346
Mujeres;51 años;2038;38,238
Mujeres;51 años;2037;38,130
Mujeres;51 años;2036;38,020
Mujeres;51 años;2035;37,911
Mujeres;51 años;2034;37,801
Mujeres;51 años;2033;37,691
Mujeres;51 años;2032;37,580
Mujeres;51 años;2031;37,469
Mujeres;51 años;2030;37,357
Mujeres;51 años;2029;37,245
Mujeres;51 años;2028;37,133
Mujeres;51 años;2027;37,020
Mujeres;51 años;2026;36,907
Mujeres;51 años;2025;36,794
Mujeres;51 años;2024;36,680
Mujeres;51 años;2023;36,566
Mujeres;51 años;2022;36,451
Mujeres;51 años;2021;36,336
Mujeres;51 años;2020;36,221
Mujeres;51 años;2019;36,106
Mujeres;51 años;2018;35,990
Mujeres;51 años;2017;35,874
Mujeres;51 años;2016;35,758
Mujeres;52 años;2065;40,026
Mujeres;52 años;2064;39,932
Mujeres;52 años;2063;39,838
Mujeres;52 años;2062;39,742
Mujeres;52 años;2061;39,646
Mujeres;52 años;2060;39,550
Mujeres;52 años;2059;39,453
Mujeres;52 años;2058;39,355
Mujeres;52 años;2057;39,257
Mujeres;52 años;2056;39,159
Mujeres;52 años;2055;39,059
Mujeres;52 años;2054;38,959
Mujeres;52 años;2053;38,859
Mujeres;52 años;2052;38,758
Mujeres;52 años;2051;38,657
Mujeres;52 años;2050;38,555
Mujeres;52 años;2049;38,452
Mujeres;52 años;2048;38,349
Mujeres;52 años;2047;38,246
Mujeres;52 años;2046;38,142
Mujeres;52 años;2045;38,037
Mujeres;52 años;2044;37,932
Mujeres;52 años;2043;37,827
Mujeres;52 años;2042;37,721
Mujeres;52 años;2041;37,614
Mujeres;52 años;2040;37,507
Mujeres;52 años;2039;37,400
Mujeres;52 años;2038;37,292
Mujeres;52 años;2037;37,184
Mujeres;52 años;2036;37,075
Mujeres;52 años;2035;36,966
Mujeres;52 años;2034;36,856
Mujeres;52 años;2033;36,746
Mujeres;52 años;2032;36,636
Mujeres;52 años;2031;36,525
Mujeres;52 años;2030;36,414
Mujeres;52 años;2029;36,303
Mujeres;52 años;2028;36,191
Mujeres;52 años;2027;36,078
Mujeres;52 años;2026;35,966
Mujeres;52 años;2025;35,853
Mujeres;52 años;2024;35,739
Mujeres;52 años;2023;35,626
Mujeres;52 años;2022;35,512
Mujeres;52 años;2021;35,397
Mujeres;52 años;2020;35,283
Mujeres;52 años;2019;35,168
Mujeres;52 años;2018;35,053
Mujeres;52 años;2017;34,937
Mujeres;52 años;2016;34,821
Mujeres;53 años;2065;39,078
Mujeres;53 años;2064;38,985
Mujeres;53 años;2063;38,890
Mujeres;53 años;2062;38,795
Mujeres;53 años;2061;38,700
Mujeres;53 años;2060;38,604
Mujeres;53 años;2059;38,507
Mujeres;53 años;2058;38,410
Mujeres;53 años;2057;38,312
Mujeres;53 años;2056;38,213
Mujeres;53 años;2055;38,114
Mujeres;53 años;2054;38,015
Mujeres;53 años;2053;37,915
Mujeres;53 años;2052;37,814
Mujeres;53 años;2051;37,713
Mujeres;53 años;2050;37,611
Mujeres;53 años;2049;37,509
Mujeres;53 años;2048;37,406
Mujeres;53 años;2047;37,303
Mujeres;53 años;2046;37,199
Mujeres;53 años;2045;37,095
Mujeres;53 años;2044;36,990
Mujeres;53 años;2043;36,885
Mujeres;53 años;2042;36,779
Mujeres;53 años;2041;36,673
Mujeres;53 años;2040;36,567
Mujeres;53 años;2039;36,459
Mujeres;53 años;2038;36,352
Mujeres;53 años;2037;36,244
Mujeres;53 años;2036;36,136
Mujeres;53 años;2035;36,027
Mujeres;53 años;2034;35,917
Mujeres;53 años;2033;35,808
Mujeres;53 años;2032;35,698
Mujeres;53 años;2031;35,587
Mujeres;53 años;2030;35,476
Mujeres;53 años;2029;35,365
Mujeres;53 años;2028;35,253
Mujeres;53 años;2027;35,141
Mujeres;53 años;2026;35,029
Mujeres;53 años;2025;34,916
Mujeres;53 años;2024;34,803
Mujeres;53 años;2023;34,690
Mujeres;53 años;2022;34,576
Mujeres;53 años;2021;34,462
Mujeres;53 años;2020;34,348
Mujeres;53 años;2019;34,233
Mujeres;53 años;2018;34,118
Mujeres;53 años;2017;34,003
Mujeres;53 años;2016;33,887
Mujeres;54 años;2065;38,143
Mujeres;54 años;2064;38,049
Mujeres;54 años;2063;37,955
Mujeres;54 años;2062;37,860
Mujeres;54 años;2061;37,765
Mujeres;54 años;2060;37,669
Mujeres;54 años;2059;37,573
Mujeres;54 años;2058;37,475
Mujeres;54 años;2057;37,378
Mujeres;54 años;2056;37,280
Mujeres;54 años;2055;37,181
Mujeres;54 años;2054;37,081
Mujeres;54 años;2053;36,981
Mujeres;54 años;2052;36,881
Mujeres;54 años;2051;36,780
Mujeres;54 años;2050;36,679
Mujeres;54 años;2049;36,577
Mujeres;54 años;2048;36,474
Mujeres;54 años;2047;36,371
Mujeres;54 años;2046;36,267
Mujeres;54 años;2045;36,163
Mujeres;54 años;2044;36,059
Mujeres;54 años;2043;35,954
Mujeres;54 años;2042;35,848
Mujeres;54 años;2041;35,742
Mujeres;54 años;2040;35,636
Mujeres;54 años;2039;35,529
Mujeres;54 años;2038;35,421
Mujeres;54 años;2037;35,314
Mujeres;54 años;2036;35,205
Mujeres;54 años;2035;35,097
Mujeres;54 años;2034;34,988
Mujeres;54 años;2033;34,878
Mujeres;54 años;2032;34,768
Mujeres;54 años;2031;34,658
Mujeres;54 años;2030;34,547
Mujeres;54 años;2029;34,436
Mujeres;54 años;2028;34,325
Mujeres;54 años;2027;34,213
Mujeres;54 años;2026;34,100
Mujeres;54 años;2025;33,988
Mujeres;54 años;2024;33,875
Mujeres;54 años;2023;33,762
Mujeres;54 años;2022;33,648
Mujeres;54 años;2021;33,534
Mujeres;54 años;2020;33,420
Mujeres;54 años;2019;33,306
Mujeres;54 años;2018;33,191
Mujeres;54 años;2017;33,076
Mujeres;54 años;2016;32,960
Mujeres;55 años;2065;37,218
Mujeres;55 años;2064;37,124
Mujeres;55 años;2063;37,030
Mujeres;55 años;2062;36,935
Mujeres;55 años;2061;36,840
Mujeres;55 años;2060;36,744
Mujeres;55 años;2059;36,648
Mujeres;55 años;2058;36,551
Mujeres;55 años;2057;36,453
Mujeres;55 años;2056;36,355
Mujeres;55 años;2055;36,256
Mujeres;55 años;2054;36,157
Mujeres;55 años;2053;36,057
Mujeres;55 años;2052;35,956
Mujeres;55 años;2051;35,855
Mujeres;55 años;2050;35,754
Mujeres;55 años;2049;35,652
Mujeres;55 años;2048;35,549
Mujeres;55 años;2047;35,446
Mujeres;55 años;2046;35,343
Mujeres;55 años;2045;35,238
Mujeres;55 años;2044;35,134
Mujeres;55 años;2043;35,029
Mujeres;55 años;2042;34,923
Mujeres;55 años;2041;34,817
Mujeres;55 años;2040;34,711
Mujeres;55 años;2039;34,604
Mujeres;55 años;2038;34,497
Mujeres;55 años;2037;34,389
Mujeres;55 años;2036;34,280
Mujeres;55 años;2035;34,172
Mujeres;55 años;2034;34,063
Mujeres;55 años;2033;33,953
Mujeres;55 años;2032;33,843
Mujeres;55 años;2031;33,733
Mujeres;55 años;2030;33,622
Mujeres;55 años;2029;33,511
Mujeres;55 años;2028;33,399
Mujeres;55 años;2027;33,288
Mujeres;55 años;2026;33,175
Mujeres;55 años;2025;33,063
Mujeres;55 años;2024;32,950
Mujeres;55 años;2023;32,837
Mujeres;55 años;2022;32,723
Mujeres;55 años;2021;32,609
Mujeres;55 años;2020;32,495
Mujeres;55 años;2019;32,380
Mujeres;55 años;2018;32,265
Mujeres;55 años;2017;32,150
Mujeres;55 años;2016;32,035
Mujeres;56 años;2065;36,305
Mujeres;56 años;2064;36,211
Mujeres;56 años;2063;36,117
Mujeres;56 años;2062;36,022
Mujeres;56 años;2061;35,926
Mujeres;56 años;2060;35,830
Mujeres;56 años;2059;35,734
Mujeres;56 años;2058;35,636
Mujeres;56 años;2057;35,539
Mujeres;56 años;2056;35,440
Mujeres;56 años;2055;35,341
Mujeres;56 años;2054;35,242
Mujeres;56 años;2053;35,142
Mujeres;56 años;2052;35,041
Mujeres;56 años;2051;34,940
Mujeres;56 años;2050;34,838
Mujeres;56 años;2049;34,736
Mujeres;56 años;2048;34,633
Mujeres;56 años;2047;34,530
Mujeres;56 años;2046;34,426
Mujeres;56 años;2045;34,322
Mujeres;56 años;2044;34,217
Mujeres;56 años;2043;34,112
Mujeres;56 años;2042;34,006
Mujeres;56 años;2041;33,900
Mujeres;56 años;2040;33,793
Mujeres;56 años;2039;33,686
Mujeres;56 años;2038;33,579
Mujeres;56 años;2037;33,471
Mujeres;56 años;2036;33,362
Mujeres;56 años;2035;33,253
Mujeres;56 años;2034;33,144
Mujeres;56 años;2033;33,034
Mujeres;56 años;2032;32,924
Mujeres;56 años;2031;32,814
Mujeres;56 años;2030;32,703
Mujeres;56 años;2029;32,591
Mujeres;56 años;2028;32,480
Mujeres;56 años;2027;32,367
Mujeres;56 años;2026;32,255
Mujeres;56 años;2025;32,142
Mujeres;56 años;2024;32,029
Mujeres;56 años;2023;31,916
Mujeres;56 años;2022;31,802
Mujeres;56 años;2021;31,688
Mujeres;56 años;2020;31,573
Mujeres;56 años;2019;31,458
Mujeres;56 años;2018;31,343
Mujeres;56 años;2017;31,228
Mujeres;56 años;2016;31,112
Mujeres;57 años;2065;35,402
Mujeres;57 años;2064;35,308
Mujeres;57 años;2063;35,214
Mujeres;57 años;2062;35,118
Mujeres;57 años;2061;35,022
Mujeres;57 años;2060;34,926
Mujeres;57 años;2059;34,829
Mujeres;57 años;2058;34,731
Mujeres;57 años;2057;34,633
Mujeres;57 años;2056;34,535
Mujeres;57 años;2055;34,435
Mujeres;57 años;2054;34,335
Mujeres;57 años;2053;34,235
Mujeres;57 años;2052;34,134
Mujeres;57 años;2051;34,033
Mujeres;57 años;2050;33,931
Mujeres;57 años;2049;33,828
Mujeres;57 años;2048;33,725
Mujeres;57 años;2047;33,621
Mujeres;57 años;2046;33,517
Mujeres;57 años;2045;33,413
Mujeres;57 años;2044;33,307
Mujeres;57 años;2043;33,202
Mujeres;57 años;2042;33,096
Mujeres;57 años;2041;32,989
Mujeres;57 años;2040;32,882
Mujeres;57 años;2039;32,775
Mujeres;57 años;2038;32,667
Mujeres;57 años;2037;32,558
Mujeres;57 años;2036;32,450
Mujeres;57 años;2035;32,340
Mujeres;57 años;2034;32,231
Mujeres;57 años;2033;32,121
Mujeres;57 años;2032;32,010
Mujeres;57 años;2031;31,899
Mujeres;57 años;2030;31,788
Mujeres;57 años;2029;31,676
Mujeres;57 años;2028;31,564
Mujeres;57 años;2027;31,452
Mujeres;57 años;2026;31,339
Mujeres;57 años;2025;31,226
Mujeres;57 años;2024;31,112
Mujeres;57 años;2023;30,998
Mujeres;57 años;2022;30,884
Mujeres;57 años;2021;30,770
Mujeres;57 años;2020;30,655
Mujeres;57 años;2019;30,540
Mujeres;57 años;2018;30,424
Mujeres;57 años;2017;30,308
Mujeres;57 años;2016;30,192
Mujeres;58 años;2065;34,513
Mujeres;58 años;2064;34,418
Mujeres;58 años;2063;34,323
Mujeres;58 años;2062;34,228
Mujeres;58 años;2061;34,131
Mujeres;58 años;2060;34,034
Mujeres;58 años;2059;33,937
Mujeres;58 años;2058;33,839
Mujeres;58 años;2057;33,740
Mujeres;58 años;2056;33,641
Mujeres;58 años;2055;33,541
Mujeres;58 años;2054;33,441
Mujeres;58 años;2053;33,340
Mujeres;58 años;2052;33,239
Mujeres;58 años;2051;33,137
Mujeres;58 años;2050;33,034
Mujeres;58 años;2049;32,931
Mujeres;58 años;2048;32,828
Mujeres;58 años;2047;32,724
Mujeres;58 años;2046;32,619
Mujeres;58 años;2045;32,514
Mujeres;58 años;2044;32,409
Mujeres;58 años;2043;32,302
Mujeres;58 años;2042;32,196
Mujeres;58 años;2041;32,089
Mujeres;58 años;2040;31,981
Mujeres;58 años;2039;31,874
Mujeres;58 años;2038;31,765
Mujeres;58 años;2037;31,656
Mujeres;58 años;2036;31,547
Mujeres;58 años;2035;31,437
Mujeres;58 años;2034;31,327
Mujeres;58 años;2033;31,217
Mujeres;58 años;2032;31,106
Mujeres;58 años;2031;30,994
Mujeres;58 años;2030;30,882
Mujeres;58 años;2029;30,770
Mujeres;58 años;2028;30,658
Mujeres;58 años;2027;30,545
Mujeres;58 años;2026;30,432
Mujeres;58 años;2025;30,318
Mujeres;58 años;2024;30,204
Mujeres;58 años;2023;30,090
Mujeres;58 años;2022;29,975
Mujeres;58 años;2021;29,860
Mujeres;58 años;2020;29,745
Mujeres;58 años;2019;29,629
Mujeres;58 años;2018;29,513
Mujeres;58 años;2017;29,397
Mujeres;58 años;2016;29,280
Mujeres;59 años;2065;33,627
Mujeres;59 años;2064;33,532
Mujeres;59 años;2063;33,436
Mujeres;59 años;2062;33,340
Mujeres;59 años;2061;33,243
Mujeres;59 años;2060;33,146
Mujeres;59 años;2059;33,048
Mujeres;59 años;2058;32,950
Mujeres;59 años;2057;32,850
Mujeres;59 años;2056;32,751
Mujeres;59 años;2055;32,651
Mujeres;59 años;2054;32,550
Mujeres;59 años;2053;32,448
Mujeres;59 años;2052;32,347
Mujeres;59 años;2051;32,244
Mujeres;59 años;2050;32,141
Mujeres;59 años;2049;32,038
Mujeres;59 años;2048;31,934
Mujeres;59 años;2047;31,829
Mujeres;59 años;2046;31,724
Mujeres;59 años;2045;31,618
Mujeres;59 años;2044;31,512
Mujeres;59 años;2043;31,406
Mujeres;59 años;2042;31,299
Mujeres;59 años;2041;31,191
Mujeres;59 años;2040;31,083
Mujeres;59 años;2039;30,975
Mujeres;59 años;2038;30,866
Mujeres;59 años;2037;30,757
Mujeres;59 años;2036;30,647
Mujeres;59 años;2035;30,537
Mujeres;59 años;2034;30,426
Mujeres;59 años;2033;30,315
Mujeres;59 años;2032;30,203
Mujeres;59 años;2031;30,092
Mujeres;59 años;2030;29,979
Mujeres;59 años;2029;29,867
Mujeres;59 años;2028;29,754
Mujeres;59 años;2027;29,640
Mujeres;59 años;2026;29,526
Mujeres;59 años;2025;29,412
Mujeres;59 años;2024;29,298
Mujeres;59 años;2023;29,183
Mujeres;59 años;2022;29,068
Mujeres;59 años;2021;28,952
Mujeres;59 años;2020;28,837
Mujeres;59 años;2019;28,721
Mujeres;59 años;2018;28,604
Mujeres;59 años;2017;28,487
Mujeres;59 años;2016;28,370
Mujeres;60 años;2065;32,742
Mujeres;60 años;2064;32,647
Mujeres;60 años;2063;32,551
Mujeres;60 años;2062;32,454
Mujeres;60 años;2061;32,357
Mujeres;60 años;2060;32,259
Mujeres;60 años;2059;32,161
Mujeres;60 años;2058;32,062
Mujeres;60 años;2057;31,962
Mujeres;60 años;2056;31,862
Mujeres;60 años;2055;31,761
Mujeres;60 años;2054;31,660
Mujeres;60 años;2053;31,558
Mujeres;60 años;2052;31,456
Mujeres;60 años;2051;31,353
Mujeres;60 años;2050;31,249
Mujeres;60 años;2049;31,146
Mujeres;60 años;2048;31,041
Mujeres;60 años;2047;30,936
Mujeres;60 años;2046;30,830
Mujeres;60 años;2045;30,724
Mujeres;60 años;2044;30,618
Mujeres;60 años;2043;30,511
Mujeres;60 años;2042;30,403
Mujeres;60 años;2041;30,295
Mujeres;60 años;2040;30,187
Mujeres;60 años;2039;30,078
Mujeres;60 años;2038;29,969
Mujeres;60 años;2037;29,859
Mujeres;60 años;2036;29,749
Mujeres;60 años;2035;29,638
Mujeres;60 años;2034;29,527
Mujeres;60 años;2033;29,415
Mujeres;60 años;2032;29,303
Mujeres;60 años;2031;29,191
Mujeres;60 años;2030;29,078
Mujeres;60 años;2029;28,965
Mujeres;60 años;2028;28,852
Mujeres;60 años;2027;28,738
Mujeres;60 años;2026;28,624
Mujeres;60 años;2025;28,509
Mujeres;60 años;2024;28,394
Mujeres;60 años;2023;28,279
Mujeres;60 años;2022;28,163
Mujeres;60 años;2021;28,047
Mujeres;60 años;2020;27,931
Mujeres;60 años;2019;27,814
Mujeres;60 años;2018;27,697
Mujeres;60 años;2017;27,580
Mujeres;60 años;2016;27,463
Mujeres;61 años;2065;31,857
Mujeres;61 años;2064;31,761
Mujeres;61 años;2063;31,665
Mujeres;61 años;2062;31,568
Mujeres;61 años;2061;31,470
Mujeres;61 años;2060;31,372
Mujeres;61 años;2059;31,273
Mujeres;61 años;2058;31,174
Mujeres;61 años;2057;31,074
Mujeres;61 años;2056;30,974
Mujeres;61 años;2055;30,873
Mujeres;61 años;2054;30,771
Mujeres;61 años;2053;30,669
Mujeres;61 años;2052;30,566
Mujeres;61 años;2051;30,463
Mujeres;61 años;2050;30,359
Mujeres;61 años;2049;30,255
Mujeres;61 años;2048;30,150
Mujeres;61 años;2047;30,045
Mujeres;61 años;2046;29,939
Mujeres;61 años;2045;29,832
Mujeres;61 años;2044;29,725
Mujeres;61 años;2043;29,618
Mujeres;61 años;2042;29,510
Mujeres;61 años;2041;29,402
Mujeres;61 años;2040;29,293
Mujeres;61 años;2039;29,184
Mujeres;61 años;2038;29,074
Mujeres;61 años;2037;28,964
Mujeres;61 años;2036;28,853
Mujeres;61 años;2035;28,742
Mujeres;61 años;2034;28,631
Mujeres;61 años;2033;28,519
Mujeres;61 años;2032;28,407
Mujeres;61 años;2031;28,294
Mujeres;61 años;2030;28,181
Mujeres;61 años;2029;28,067
Mujeres;61 años;2028;27,953
Mujeres;61 años;2027;27,839
Mujeres;61 años;2026;27,724
Mujeres;61 años;2025;27,609
Mujeres;61 años;2024;27,494
Mujeres;61 años;2023;27,378
Mujeres;61 años;2022;27,262
Mujeres;61 años;2021;27,146
Mujeres;61 años;2020;27,029
Mujeres;61 años;2019;26,912
Mujeres;61 años;2018;26,795
Mujeres;61 años;2017;26,677
Mujeres;61 años;2016;26,560
Mujeres;62 años;2065;30,961
Mujeres;62 años;2064;30,865
Mujeres;62 años;2063;30,769
Mujeres;62 años;2062;30,672
Mujeres;62 años;2061;30,574
Mujeres;62 años;2060;30,476
Mujeres;62 años;2059;30,377
Mujeres;62 años;2058;30,277
Mujeres;62 años;2057;30,177
Mujeres;62 años;2056;30,077
Mujeres;62 años;2055;29,976
Mujeres;62 años;2054;29,874
Mujeres;62 años;2053;29,771
Mujeres;62 años;2052;29,669
Mujeres;62 años;2051;29,565
Mujeres;62 años;2050;29,461
Mujeres;62 años;2049;29,357
Mujeres;62 años;2048;29,252
Mujeres;62 años;2047;29,146
Mujeres;62 años;2046;29,040
Mujeres;62 años;2045;28,934
Mujeres;62 años;2044;28,827
Mujeres;62 años;2043;28,719
Mujeres;62 años;2042;28,611
Mujeres;62 años;2041;28,503
Mujeres;62 años;2040;28,394
Mujeres;62 años;2039;28,284
Mujeres;62 años;2038;28,174
Mujeres;62 años;2037;28,064
Mujeres;62 años;2036;27,953
Mujeres;62 años;2035;27,842
Mujeres;62 años;2034;27,730
Mujeres;62 años;2033;27,618
Mujeres;62 años;2032;27,505
Mujeres;62 años;2031;27,392
Mujeres;62 años;2030;27,279
Mujeres;62 años;2029;27,165
Mujeres;62 años;2028;27,051
Mujeres;62 años;2027;26,937
Mujeres;62 años;2026;26,822
Mujeres;62 años;2025;26,707
Mujeres;62 años;2024;26,591
Mujeres;62 años;2023;26,475
Mujeres;62 años;2022;26,359
Mujeres;62 años;2021;26,242
Mujeres;62 años;2020;26,126
Mujeres;62 años;2019;26,008
Mujeres;62 años;2018;25,891
Mujeres;62 años;2017;25,773
Mujeres;62 años;2016;25,655
Mujeres;63 años;2065;30,064
Mujeres;63 años;2064;29,968
Mujeres;63 años;2063;29,872
Mujeres;63 años;2062;29,775
Mujeres;63 años;2061;29,677
Mujeres;63 años;2060;29,579
Mujeres;63 años;2059;29,480
Mujeres;63 años;2058;29,381
Mujeres;63 años;2057;29,281
Mujeres;63 años;2056;29,180
Mujeres;63 años;2055;29,079
Mujeres;63 años;2054;28,977
Mujeres;63 años;2053;28,875
Mujeres;63 años;2052;28,772
Mujeres;63 años;2051;28,669
Mujeres;63 años;2050;28,565
Mujeres;63 años;2049;28,460
Mujeres;63 años;2048;28,355
Mujeres;63 años;2047;28,250
Mujeres;63 años;2046;28,144
Mujeres;63 años;2045;28,037
Mujeres;63 años;2044;27,930
Mujeres;63 años;2043;27,823
Mujeres;63 años;2042;27,715
Mujeres;63 años;2041;27,606
Mujeres;63 años;2040;27,497
Mujeres;63 años;2039;27,388
Mujeres;63 años;2038;27,278
Mujeres;63 años;2037;27,167
Mujeres;63 años;2036;27,056
Mujeres;63 años;2035;26,945
Mujeres;63 años;2034;26,833
Mujeres;63 años;2033;26,721
Mujeres;63 años;2032;26,609
Mujeres;63 años;2031;26,496
Mujeres;63 años;2030;26,382
Mujeres;63 años;2029;26,269
Mujeres;63 años;2028;26,154
Mujeres;63 años;2027;26,040
Mujeres;63 años;2026;25,925
Mujeres;63 años;2025;25,810
Mujeres;63 años;2024;25,694
Mujeres;63 años;2023;25,578
Mujeres;63 años;2022;25,462
Mujeres;63 años;2021;25,345
Mujeres;63 años;2020;25,228
